source,target,edge_type
CLM_013435,LAW_031,claim_lawyer
CLM_013438,LAW_059,claim_lawyer
CLM_013448,LAW_048,claim_lawyer
CLM_013449,LAW_010,claim_lawyer
CLM_013451,LAW_073,claim_lawyer
CLM_013452,LAW_064,claim_lawyer
CLM_013455,LAW_058,claim_lawyer
CLM_013457,LAW_059,claim_lawyer
CLM_013460,LAW_010,claim_lawyer
CLM_013467,LAW_074,claim_lawyer
CLM_013472,LAW_027,claim_lawyer
CLM_013473,LAW_002,claim_lawyer
CLM_013477,LAW_047,claim_lawyer
CLM_013479,LAW_020,claim_lawyer
CLM_013483,LAW_075,claim_lawyer
CLM_013486,LAW_064,claim_lawyer
CLM_013488,LAW_056,claim_lawyer
CLM_013490,LAW_078,claim_lawyer
CLM_013491,LAW_008,claim_lawyer
CLM_013500,LAW_007,claim_lawyer
CLM_013501,LAW_017,claim_lawyer
CLM_013505,LAW_072,claim_lawyer
CLM_013514,LAW_032,claim_lawyer
CLM_013522,LAW_070,claim_lawyer
CLM_013523,LAW_012,claim_lawyer
CLM_013529,LAW_042,claim_lawyer
CLM_013530,LAW_036,claim_lawyer
CLM_013532,LAW_066,claim_lawyer
CLM_013535,LAW_040,claim_lawyer
CLM_013536,LAW_077,claim_lawyer
CLM_013538,LAW_047,claim_lawyer
CLM_013539,LAW_025,claim_lawyer
CLM_013540,LAW_074,claim_lawyer
CLM_013544,LAW_055,claim_lawyer
CLM_013545,LAW_036,claim_lawyer
CLM_013547,LAW_033,claim_lawyer
CLM_013548,LAW_069,claim_lawyer
CLM_013550,LAW_008,claim_lawyer
CLM_013555,LAW_048,claim_lawyer
CLM_013557,LAW_027,claim_lawyer
CLM_013558,LAW_003,claim_lawyer
CLM_013559,LAW_071,claim_lawyer
CLM_013560,LAW_050,claim_lawyer
CLM_013561,LAW_020,claim_lawyer
CLM_013566,LAW_034,claim_lawyer
CLM_013567,LAW_032,claim_lawyer
CLM_013569,LAW_026,claim_lawyer
CLM_013571,LAW_070,claim_lawyer
CLM_013573,LAW_045,claim_lawyer
CLM_013575,LAW_040,claim_lawyer
CLM_013576,LAW_022,claim_lawyer
CLM_013579,LAW_007,claim_lawyer
CLM_013583,LAW_060,claim_lawyer
CLM_013591,LAW_073,claim_lawyer
CLM_013597,LAW_015,claim_lawyer
CLM_013600,LAW_026,claim_lawyer
CLM_013602,LAW_071,claim_lawyer
CLM_013603,LAW_038,claim_lawyer
CLM_013604,LAW_063,claim_lawyer
CLM_013606,LAW_076,claim_lawyer
CLM_013608,LAW_016,claim_lawyer
CLM_013609,LAW_016,claim_lawyer
CLM_013611,LAW_032,claim_lawyer
CLM_013614,LAW_073,claim_lawyer
CLM_013616,LAW_033,claim_lawyer
CLM_013617,LAW_053,claim_lawyer
CLM_013618,LAW_012,claim_lawyer
CLM_013619,LAW_013,claim_lawyer
CLM_013620,LAW_020,claim_lawyer
CLM_013621,LAW_068,claim_lawyer
CLM_013624,LAW_010,claim_lawyer
CLM_013625,LAW_064,claim_lawyer
CLM_013626,LAW_039,claim_lawyer
CLM_013627,LAW_006,claim_lawyer
CLM_013635,LAW_050,claim_lawyer
CLM_013636,LAW_065,claim_lawyer
CLM_013637,LAW_056,claim_lawyer
CLM_013638,LAW_066,claim_lawyer
CLM_013646,LAW_031,claim_lawyer
CLM_013654,LAW_007,claim_lawyer
CLM_013656,LAW_067,claim_lawyer
CLM_013661,LAW_040,claim_lawyer
CLM_013666,LAW_047,claim_lawyer
CLM_013667,LAW_041,claim_lawyer
CLM_013668,LAW_016,claim_lawyer
CLM_013675,LAW_035,claim_lawyer
CLM_013677,LAW_062,claim_lawyer
CLM_013678,LAW_069,claim_lawyer
CLM_013680,LAW_006,claim_lawyer
CLM_013681,LAW_025,claim_lawyer
CLM_013683,LAW_067,claim_lawyer
CLM_013687,LAW_059,claim_lawyer
CLM_013688,LAW_018,claim_lawyer
CLM_013701,LAW_077,claim_lawyer
CLM_013705,LAW_030,claim_lawyer
CLM_013709,LAW_018,claim_lawyer
CLM_013710,LAW_055,claim_lawyer
CLM_013711,LAW_045,claim_lawyer
CLM_013714,LAW_050,claim_lawyer
CLM_013716,LAW_066,claim_lawyer
CLM_013717,LAW_056,claim_lawyer
CLM_013737,LAW_020,claim_lawyer
CLM_013744,LAW_042,claim_lawyer
CLM_013747,LAW_007,claim_lawyer
CLM_013753,LAW_037,claim_lawyer
CLM_013756,LAW_043,claim_lawyer
CLM_013768,LAW_023,claim_lawyer
CLM_013770,LAW_051,claim_lawyer
CLM_013784,LAW_040,claim_lawyer
CLM_013786,LAW_025,claim_lawyer
CLM_013789,LAW_021,claim_lawyer
CLM_013791,LAW_035,claim_lawyer
CLM_013792,LAW_027,claim_lawyer
CLM_013793,LAW_034,claim_lawyer
CLM_013794,LAW_080,claim_lawyer
CLM_013797,LAW_010,claim_lawyer
CLM_013798,LAW_050,claim_lawyer
CLM_013801,LAW_028,claim_lawyer
CLM_013802,LAW_070,claim_lawyer
CLM_013806,LAW_047,claim_lawyer
CLM_013807,LAW_053,claim_lawyer
CLM_013809,LAW_052,claim_lawyer
CLM_013811,LAW_073,claim_lawyer
CLM_013812,LAW_027,claim_lawyer
CLM_013814,LAW_070,claim_lawyer
CLM_013815,LAW_014,claim_lawyer
CLM_013820,LAW_062,claim_lawyer
CLM_013824,LAW_003,claim_lawyer
CLM_013827,LAW_029,claim_lawyer
CLM_013828,LAW_073,claim_lawyer
CLM_013831,LAW_019,claim_lawyer
CLM_013835,LAW_038,claim_lawyer
CLM_013836,LAW_045,claim_lawyer
CLM_013839,LAW_043,claim_lawyer
CLM_013842,LAW_047,claim_lawyer
CLM_013850,LAW_073,claim_lawyer
CLM_013851,LAW_046,claim_lawyer
CLM_013852,LAW_042,claim_lawyer
CLM_013854,LAW_044,claim_lawyer
CLM_013856,LAW_018,claim_lawyer
CLM_013857,LAW_029,claim_lawyer
CLM_013860,LAW_007,claim_lawyer
CLM_013862,LAW_072,claim_lawyer
CLM_013863,LAW_039,claim_lawyer
CLM_013864,LAW_069,claim_lawyer
CLM_013865,LAW_024,claim_lawyer
CLM_013866,LAW_019,claim_lawyer
CLM_013867,LAW_015,claim_lawyer
CLM_013869,LAW_071,claim_lawyer
CLM_013871,LAW_011,claim_lawyer
CLM_013877,LAW_061,claim_lawyer
CLM_013882,LAW_033,claim_lawyer
CLM_013887,LAW_047,claim_lawyer
CLM_013889,LAW_013,claim_lawyer
CLM_013890,LAW_053,claim_lawyer
CLM_013891,LAW_044,claim_lawyer
CLM_013894,LAW_021,claim_lawyer
CLM_013895,LAW_055,claim_lawyer
CLM_013897,LAW_049,claim_lawyer
CLM_013898,LAW_017,claim_lawyer
CLM_013900,LAW_036,claim_lawyer
CLM_013901,LAW_045,claim_lawyer
CLM_013903,LAW_056,claim_lawyer
CLM_013906,LAW_018,claim_lawyer
CLM_013909,LAW_059,claim_lawyer
CLM_013911,LAW_017,claim_lawyer
CLM_013912,LAW_022,claim_lawyer
CLM_013913,LAW_038,claim_lawyer
CLM_013915,LAW_043,claim_lawyer
CLM_013916,LAW_040,claim_lawyer
CLM_013919,LAW_026,claim_lawyer
CLM_013921,LAW_003,claim_lawyer
CLM_013923,LAW_010,claim_lawyer
CLM_013926,LAW_037,claim_lawyer
CLM_013930,LAW_040,claim_lawyer
CLM_013932,LAW_034,claim_lawyer
CLM_013937,LAW_064,claim_lawyer
CLM_013938,LAW_068,claim_lawyer
CLM_013939,LAW_017,claim_lawyer
CLM_013940,LAW_062,claim_lawyer
CLM_013944,LAW_077,claim_lawyer
CLM_013946,LAW_045,claim_lawyer
CLM_013950,LAW_067,claim_lawyer
CLM_013956,LAW_037,claim_lawyer
CLM_013957,LAW_074,claim_lawyer
CLM_013958,LAW_068,claim_lawyer
CLM_013963,LAW_069,claim_lawyer
CLM_013969,LAW_072,claim_lawyer
CLM_013970,LAW_025,claim_lawyer
CLM_013976,LAW_029,claim_lawyer
CLM_013978,LAW_080,claim_lawyer
CLM_013980,LAW_079,claim_lawyer
CLM_013983,LAW_069,claim_lawyer
CLM_013984,LAW_030,claim_lawyer
CLM_013985,LAW_058,claim_lawyer
CLM_013991,LAW_031,claim_lawyer
CLM_013993,LAW_047,claim_lawyer
CLM_013994,LAW_065,claim_lawyer
CLM_013996,LAW_044,claim_lawyer
CLM_013997,LAW_077,claim_lawyer
CLM_014005,LAW_037,claim_lawyer
CLM_014006,LAW_050,claim_lawyer
CLM_014008,LAW_079,claim_lawyer
CLM_014010,LAW_067,claim_lawyer
CLM_014015,LAW_001,claim_lawyer
CLM_014016,LAW_064,claim_lawyer
CLM_014020,LAW_028,claim_lawyer
CLM_014023,LAW_063,claim_lawyer
CLM_014027,LAW_032,claim_lawyer
CLM_014029,LAW_077,claim_lawyer
CLM_014035,LAW_020,claim_lawyer
CLM_014038,LAW_058,claim_lawyer
CLM_014040,LAW_026,claim_lawyer
CLM_014041,LAW_012,claim_lawyer
CLM_014048,LAW_017,claim_lawyer
CLM_014055,LAW_048,claim_lawyer
CLM_014059,LAW_023,claim_lawyer
CLM_014071,LAW_014,claim_lawyer
CLM_014073,LAW_049,claim_lawyer
CLM_014078,LAW_008,claim_lawyer
CLM_014083,LAW_044,claim_lawyer
CLM_014085,LAW_049,claim_lawyer
CLM_014088,LAW_078,claim_lawyer
CLM_014089,LAW_027,claim_lawyer
CLM_014090,LAW_028,claim_lawyer
CLM_014092,LAW_031,claim_lawyer
CLM_014095,LAW_025,claim_lawyer
CLM_014101,LAW_062,claim_lawyer
CLM_014105,LAW_040,claim_lawyer
CLM_014108,LAW_025,claim_lawyer
CLM_014109,LAW_061,claim_lawyer
CLM_014110,LAW_036,claim_lawyer
CLM_014111,LAW_049,claim_lawyer
CLM_014112,LAW_029,claim_lawyer
CLM_014114,LAW_022,claim_lawyer
CLM_014115,LAW_030,claim_lawyer
CLM_014117,LAW_024,claim_lawyer
CLM_014119,LAW_007,claim_lawyer
CLM_014121,LAW_053,claim_lawyer
CLM_014122,LAW_010,claim_lawyer
CLM_014125,LAW_029,claim_lawyer
CLM_014128,LAW_064,claim_lawyer
CLM_014129,LAW_063,claim_lawyer
CLM_014131,LAW_001,claim_lawyer
CLM_014135,LAW_078,claim_lawyer
CLM_014137,LAW_040,claim_lawyer
CLM_014138,LAW_021,claim_lawyer
CLM_014140,LAW_022,claim_lawyer
CLM_014145,LAW_043,claim_lawyer
CLM_014146,LAW_052,claim_lawyer
CLM_014149,LAW_036,claim_lawyer
CLM_014151,LAW_032,claim_lawyer
CLM_014152,LAW_027,claim_lawyer
CLM_014155,LAW_023,claim_lawyer
CLM_014156,LAW_043,claim_lawyer
CLM_014160,LAW_007,claim_lawyer
CLM_014161,LAW_007,claim_lawyer
CLM_014165,LAW_066,claim_lawyer
CLM_014167,LAW_025,claim_lawyer
CLM_014168,LAW_051,claim_lawyer
CLM_014169,LAW_023,claim_lawyer
CLM_014181,LAW_078,claim_lawyer
CLM_014182,LAW_003,claim_lawyer
CLM_014185,LAW_027,claim_lawyer
CLM_014187,LAW_018,claim_lawyer
CLM_014190,LAW_055,claim_lawyer
CLM_014191,LAW_036,claim_lawyer
CLM_014195,LAW_016,claim_lawyer
CLM_014196,LAW_056,claim_lawyer
CLM_014197,LAW_068,claim_lawyer
CLM_014200,LAW_009,claim_lawyer
CLM_014201,LAW_034,claim_lawyer
CLM_014202,LAW_056,claim_lawyer
CLM_014205,LAW_003,claim_lawyer
CLM_014206,LAW_049,claim_lawyer
CLM_014221,LAW_024,claim_lawyer
CLM_014226,LAW_057,claim_lawyer
CLM_014230,LAW_069,claim_lawyer
CLM_014234,LAW_061,claim_lawyer
CLM_014235,LAW_064,claim_lawyer
CLM_014243,LAW_012,claim_lawyer
CLM_014244,LAW_070,claim_lawyer
CLM_014245,LAW_056,claim_lawyer
CLM_014248,LAW_072,claim_lawyer
CLM_014250,LAW_005,claim_lawyer
CLM_014251,LAW_063,claim_lawyer
CLM_014253,LAW_016,claim_lawyer
CLM_014254,LAW_068,claim_lawyer
CLM_014259,LAW_068,claim_lawyer
CLM_014260,LAW_020,claim_lawyer
CLM_014261,LAW_011,claim_lawyer
CLM_014263,LAW_069,claim_lawyer
CLM_014265,LAW_021,claim_lawyer
CLM_014268,LAW_034,claim_lawyer
CLM_014271,LAW_069,claim_lawyer
CLM_014272,LAW_040,claim_lawyer
CLM_014273,LAW_051,claim_lawyer
CLM_014274,LAW_013,claim_lawyer
CLM_014275,LAW_076,claim_lawyer
CLM_014280,LAW_007,claim_lawyer
CLM_014281,LAW_050,claim_lawyer
CLM_014283,LAW_068,claim_lawyer
CLM_014285,LAW_038,claim_lawyer
CLM_014288,LAW_013,claim_lawyer
CLM_014291,LAW_003,claim_lawyer
CLM_014292,LAW_053,claim_lawyer
CLM_014293,LAW_075,claim_lawyer
CLM_014296,LAW_070,claim_lawyer
CLM_014297,LAW_024,claim_lawyer
CLM_014299,LAW_043,claim_lawyer
CLM_014300,LAW_024,claim_lawyer
CLM_014302,LAW_074,claim_lawyer
CLM_014307,LAW_035,claim_lawyer
CLM_014310,LAW_005,claim_lawyer
CLM_014317,LAW_042,claim_lawyer
CLM_014318,LAW_007,claim_lawyer
CLM_014320,LAW_027,claim_lawyer
CLM_014322,LAW_049,claim_lawyer
CLM_014323,LAW_018,claim_lawyer
CLM_014325,LAW_026,claim_lawyer
CLM_014327,LAW_060,claim_lawyer
CLM_014332,LAW_014,claim_lawyer
CLM_014335,LAW_037,claim_lawyer
CLM_014336,LAW_012,claim_lawyer
CLM_014337,LAW_050,claim_lawyer
CLM_014338,LAW_077,claim_lawyer
CLM_014342,LAW_021,claim_lawyer
CLM_014344,LAW_063,claim_lawyer
CLM_014345,LAW_040,claim_lawyer
CLM_014349,LAW_033,claim_lawyer
CLM_014351,LAW_034,claim_lawyer
CLM_014352,LAW_067,claim_lawyer
CLM_014356,LAW_004,claim_lawyer
CLM_014357,LAW_065,claim_lawyer
CLM_014365,LAW_015,claim_lawyer
CLM_014369,LAW_026,claim_lawyer
CLM_014370,LAW_026,claim_lawyer
CLM_014371,LAW_038,claim_lawyer
CLM_014372,LAW_058,claim_lawyer
CLM_014373,LAW_065,claim_lawyer
CLM_014374,LAW_043,claim_lawyer
CLM_014375,LAW_052,claim_lawyer
CLM_014376,LAW_063,claim_lawyer
CLM_014377,LAW_021,claim_lawyer
CLM_014379,LAW_059,claim_lawyer
CLM_014382,LAW_064,claim_lawyer
CLM_014386,LAW_026,claim_lawyer
CLM_014388,LAW_035,claim_lawyer
CLM_014390,LAW_039,claim_lawyer
CLM_014392,LAW_058,claim_lawyer
CLM_014394,LAW_054,claim_lawyer
CLM_014395,LAW_022,claim_lawyer
CLM_014402,LAW_001,claim_lawyer
CLM_014407,LAW_023,claim_lawyer
CLM_014410,LAW_019,claim_lawyer
CLM_014412,LAW_072,claim_lawyer
CLM_014415,LAW_042,claim_lawyer
CLM_014420,LAW_062,claim_lawyer
CLM_014424,LAW_030,claim_lawyer
CLM_014430,LAW_038,claim_lawyer
CLM_014432,LAW_070,claim_lawyer
CLM_014433,LAW_017,claim_lawyer
CLM_014437,LAW_071,claim_lawyer
CLM_014439,LAW_032,claim_lawyer
CLM_014441,LAW_044,claim_lawyer
CLM_014446,LAW_068,claim_lawyer
CLM_014447,LAW_067,claim_lawyer
CLM_014451,LAW_004,claim_lawyer
CLM_014452,LAW_032,claim_lawyer
CLM_014455,LAW_049,claim_lawyer
CLM_014456,LAW_062,claim_lawyer
CLM_014457,LAW_051,claim_lawyer
CLM_014462,LAW_014,claim_lawyer
CLM_014463,LAW_072,claim_lawyer
CLM_014464,LAW_078,claim_lawyer
CLM_014470,LAW_019,claim_lawyer
CLM_014472,LAW_028,claim_lawyer
CLM_014475,LAW_058,claim_lawyer
CLM_014479,LAW_059,claim_lawyer
CLM_014480,LAW_024,claim_lawyer
CLM_014482,LAW_064,claim_lawyer
CLM_014487,LAW_015,claim_lawyer
CLM_014488,LAW_035,claim_lawyer
CLM_014490,LAW_073,claim_lawyer
CLM_014494,LAW_024,claim_lawyer
CLM_014495,LAW_002,claim_lawyer
CLM_014496,LAW_045,claim_lawyer
CLM_014498,LAW_023,claim_lawyer
CLM_014499,LAW_010,claim_lawyer
CLM_014500,LAW_061,claim_lawyer
CLM_014502,LAW_003,claim_lawyer
CLM_014503,LAW_060,claim_lawyer
CLM_014504,LAW_030,claim_lawyer
CLM_014505,LAW_042,claim_lawyer
CLM_014508,LAW_055,claim_lawyer
CLM_014509,LAW_071,claim_lawyer
CLM_014516,LAW_004,claim_lawyer
CLM_014517,LAW_050,claim_lawyer
CLM_014520,LAW_024,claim_lawyer
CLM_014521,LAW_019,claim_lawyer
CLM_014529,LAW_055,claim_lawyer
CLM_014535,LAW_042,claim_lawyer
CLM_014536,LAW_039,claim_lawyer
CLM_014537,LAW_022,claim_lawyer
CLM_014545,LAW_060,claim_lawyer
CLM_014549,LAW_051,claim_lawyer
CLM_014551,LAW_041,claim_lawyer
CLM_014552,LAW_046,claim_lawyer
CLM_014553,LAW_036,claim_lawyer
CLM_014554,LAW_039,claim_lawyer
CLM_014556,LAW_054,claim_lawyer
CLM_014564,LAW_046,claim_lawyer
CLM_014574,LAW_016,claim_lawyer
CLM_014577,LAW_064,claim_lawyer
CLM_014580,LAW_052,claim_lawyer
CLM_014581,LAW_060,claim_lawyer
CLM_014582,LAW_059,claim_lawyer
CLM_014586,LAW_009,claim_lawyer
CLM_014591,LAW_033,claim_lawyer
CLM_014597,LAW_075,claim_lawyer
CLM_014598,LAW_051,claim_lawyer
CLM_014600,LAW_033,claim_lawyer
CLM_014607,LAW_057,claim_lawyer
CLM_014608,LAW_017,claim_lawyer
CLM_014609,LAW_080,claim_lawyer
CLM_014615,LAW_014,claim_lawyer
CLM_014621,LAW_039,claim_lawyer
CLM_014625,LAW_034,claim_lawyer
CLM_014626,LAW_031,claim_lawyer
CLM_014631,LAW_071,claim_lawyer
CLM_014636,LAW_057,claim_lawyer
CLM_014640,LAW_063,claim_lawyer
CLM_014641,LAW_027,claim_lawyer
CLM_014644,LAW_018,claim_lawyer
CLM_014647,LAW_069,claim_lawyer
CLM_014658,LAW_021,claim_lawyer
CLM_014659,LAW_011,claim_lawyer
CLM_014668,LAW_022,claim_lawyer
CLM_014669,LAW_043,claim_lawyer
CLM_014672,LAW_031,claim_lawyer
CLM_014673,LAW_008,claim_lawyer
CLM_014677,LAW_009,claim_lawyer
CLM_014679,LAW_056,claim_lawyer
CLM_014681,LAW_079,claim_lawyer
CLM_014682,LAW_008,claim_lawyer
CLM_014689,LAW_050,claim_lawyer
CLM_014691,LAW_026,claim_lawyer
CLM_014694,LAW_049,claim_lawyer
CLM_014695,LAW_059,claim_lawyer
CLM_014697,LAW_045,claim_lawyer
CLM_014698,LAW_006,claim_lawyer
CLM_014704,LAW_065,claim_lawyer
CLM_014708,LAW_026,claim_lawyer
CLM_014709,LAW_079,claim_lawyer
CLM_014712,LAW_080,claim_lawyer
CLM_014714,LAW_021,claim_lawyer
CLM_014718,LAW_058,claim_lawyer
CLM_014719,LAW_075,claim_lawyer
CLM_014721,LAW_017,claim_lawyer
CLM_014725,LAW_071,claim_lawyer
CLM_014729,LAW_053,claim_lawyer
CLM_014730,LAW_039,claim_lawyer
CLM_014731,LAW_012,claim_lawyer
CLM_014734,LAW_025,claim_lawyer
CLM_014736,LAW_043,claim_lawyer
CLM_014742,LAW_055,claim_lawyer
CLM_014745,LAW_010,claim_lawyer
CLM_014746,LAW_023,claim_lawyer
CLM_014748,LAW_048,claim_lawyer
CLM_014751,LAW_045,claim_lawyer
CLM_014755,LAW_037,claim_lawyer
CLM_014760,LAW_031,claim_lawyer
CLM_014762,LAW_065,claim_lawyer
CLM_014764,LAW_075,claim_lawyer
CLM_014765,LAW_025,claim_lawyer
CLM_014766,LAW_056,claim_lawyer
CLM_014768,LAW_044,claim_lawyer
CLM_014769,LAW_024,claim_lawyer
CLM_014775,LAW_010,claim_lawyer
CLM_014776,LAW_001,claim_lawyer
CLM_014778,LAW_070,claim_lawyer
CLM_014782,LAW_072,claim_lawyer
CLM_014785,LAW_010,claim_lawyer
CLM_014786,LAW_036,claim_lawyer
CLM_014790,LAW_075,claim_lawyer
CLM_014791,LAW_020,claim_lawyer
CLM_014793,LAW_002,claim_lawyer
CLM_014795,LAW_067,claim_lawyer
CLM_014799,LAW_009,claim_lawyer
CLM_014800,LAW_029,claim_lawyer
CLM_014802,LAW_018,claim_lawyer
CLM_014805,LAW_003,claim_lawyer
CLM_014808,LAW_019,claim_lawyer
CLM_014817,LAW_060,claim_lawyer
CLM_014821,LAW_053,claim_lawyer
CLM_014822,LAW_073,claim_lawyer
CLM_014828,LAW_008,claim_lawyer
CLM_014832,LAW_052,claim_lawyer
CLM_014836,LAW_032,claim_lawyer
CLM_014838,LAW_025,claim_lawyer
CLM_014841,LAW_028,claim_lawyer
CLM_014843,LAW_072,claim_lawyer
CLM_014846,LAW_065,claim_lawyer
CLM_014850,LAW_039,claim_lawyer
CLM_014855,LAW_018,claim_lawyer
CLM_014859,LAW_012,claim_lawyer
CLM_014860,LAW_007,claim_lawyer
CLM_014865,LAW_032,claim_lawyer
CLM_014866,LAW_048,claim_lawyer
CLM_014867,LAW_028,claim_lawyer
CLM_014873,LAW_046,claim_lawyer
CLM_014875,LAW_067,claim_lawyer
CLM_014877,LAW_071,claim_lawyer
CLM_014879,LAW_080,claim_lawyer
CLM_014883,LAW_042,claim_lawyer
CLM_014884,LAW_076,claim_lawyer
CLM_014885,LAW_033,claim_lawyer
CLM_014886,LAW_016,claim_lawyer
CLM_014889,LAW_018,claim_lawyer
CLM_014891,LAW_011,claim_lawyer
CLM_014892,LAW_048,claim_lawyer
CLM_014893,LAW_061,claim_lawyer
CLM_014901,LAW_026,claim_lawyer
CLM_014902,LAW_069,claim_lawyer
CLM_014904,LAW_011,claim_lawyer
CLM_014906,LAW_012,claim_lawyer
CLM_014907,LAW_067,claim_lawyer
CLM_014908,LAW_044,claim_lawyer
CLM_014909,LAW_069,claim_lawyer
CLM_014911,LAW_079,claim_lawyer
CLM_014913,LAW_064,claim_lawyer
CLM_014914,LAW_013,claim_lawyer
CLM_014916,LAW_008,claim_lawyer
CLM_014918,LAW_072,claim_lawyer
CLM_014920,LAW_043,claim_lawyer
CLM_014924,LAW_012,claim_lawyer
CLM_014928,LAW_065,claim_lawyer
CLM_014929,LAW_010,claim_lawyer
CLM_014933,LAW_024,claim_lawyer
CLM_014934,LAW_012,claim_lawyer
CLM_014936,LAW_014,claim_lawyer
CLM_014939,LAW_054,claim_lawyer
CLM_014943,LAW_029,claim_lawyer
CLM_014944,LAW_036,claim_lawyer
CLM_014945,LAW_038,claim_lawyer
CLM_014946,LAW_058,claim_lawyer
CLM_014949,LAW_078,claim_lawyer
CLM_014952,LAW_043,claim_lawyer
CLM_014953,LAW_065,claim_lawyer
CLM_014956,LAW_036,claim_lawyer
CLM_014958,LAW_035,claim_lawyer
CLM_014959,LAW_071,claim_lawyer
CLM_014962,LAW_037,claim_lawyer
CLM_014965,LAW_063,claim_lawyer
CLM_014966,LAW_040,claim_lawyer
CLM_014967,LAW_058,claim_lawyer
CLM_014969,LAW_043,claim_lawyer
CLM_014972,LAW_058,claim_lawyer
CLM_014977,LAW_052,claim_lawyer
CLM_014978,LAW_065,claim_lawyer
CLM_014979,LAW_059,claim_lawyer
CLM_014980,LAW_074,claim_lawyer
CLM_014983,LAW_078,claim_lawyer
CLM_014988,LAW_009,claim_lawyer
CLM_014992,LAW_032,claim_lawyer
CLM_014993,LAW_038,claim_lawyer
CLM_015000,LAW_011,claim_lawyer
CLM_015001,LAW_025,claim_lawyer
CLM_015004,LAW_016,claim_lawyer
CLM_015006,LAW_005,claim_lawyer
CLM_015007,LAW_049,claim_lawyer
CLM_015011,LAW_060,claim_lawyer
CLM_015018,LAW_074,claim_lawyer
CLM_015019,LAW_013,claim_lawyer
CLM_015020,LAW_041,claim_lawyer
CLM_015021,LAW_044,claim_lawyer
CLM_015028,LAW_020,claim_lawyer
CLM_015034,LAW_035,claim_lawyer
CLM_015041,LAW_049,claim_lawyer
CLM_015050,LAW_007,claim_lawyer
CLM_015052,LAW_061,claim_lawyer
CLM_015059,LAW_027,claim_lawyer
CLM_015061,LAW_051,claim_lawyer
CLM_015063,LAW_054,claim_lawyer
CLM_015065,LAW_020,claim_lawyer
CLM_015066,LAW_018,claim_lawyer
CLM_015072,LAW_002,claim_lawyer
CLM_015073,LAW_043,claim_lawyer
CLM_015074,LAW_039,claim_lawyer
CLM_015079,LAW_076,claim_lawyer
CLM_015083,LAW_031,claim_lawyer
CLM_015086,LAW_012,claim_lawyer
CLM_015088,LAW_014,claim_lawyer
CLM_015091,LAW_077,claim_lawyer
CLM_015092,LAW_046,claim_lawyer
CLM_015094,LAW_044,claim_lawyer
CLM_015099,LAW_021,claim_lawyer
CLM_015102,LAW_033,claim_lawyer
CLM_015106,LAW_019,claim_lawyer
CLM_015107,LAW_033,claim_lawyer
CLM_015116,LAW_065,claim_lawyer
CLM_015120,LAW_079,claim_lawyer
CLM_015121,LAW_069,claim_lawyer
CLM_015125,LAW_063,claim_lawyer
CLM_015131,LAW_029,claim_lawyer
CLM_015134,LAW_003,claim_lawyer
CLM_015136,LAW_039,claim_lawyer
CLM_015137,LAW_013,claim_lawyer
CLM_015142,LAW_012,claim_lawyer
CLM_015145,LAW_080,claim_lawyer
CLM_015155,LAW_064,claim_lawyer
CLM_015156,LAW_010,claim_lawyer
CLM_015158,LAW_043,claim_lawyer
CLM_015165,LAW_071,claim_lawyer
CLM_015167,LAW_044,claim_lawyer
CLM_015168,LAW_046,claim_lawyer
CLM_015170,LAW_043,claim_lawyer
CLM_015182,LAW_079,claim_lawyer
CLM_015184,LAW_023,claim_lawyer
CLM_015187,LAW_032,claim_lawyer
CLM_015193,LAW_025,claim_lawyer
CLM_015194,LAW_012,claim_lawyer
CLM_015197,LAW_079,claim_lawyer
CLM_015202,LAW_057,claim_lawyer
CLM_015203,LAW_009,claim_lawyer
CLM_015206,LAW_005,claim_lawyer
CLM_015209,LAW_055,claim_lawyer
CLM_015210,LAW_063,claim_lawyer
CLM_015212,LAW_038,claim_lawyer
CLM_015214,LAW_063,claim_lawyer
CLM_015228,LAW_059,claim_lawyer
CLM_015229,LAW_020,claim_lawyer
CLM_015231,LAW_062,claim_lawyer
CLM_015232,LAW_025,claim_lawyer
CLM_015233,LAW_026,claim_lawyer
CLM_015238,LAW_006,claim_lawyer
CLM_015240,LAW_071,claim_lawyer
CLM_015247,LAW_054,claim_lawyer
CLM_015252,LAW_013,claim_lawyer
CLM_015256,LAW_011,claim_lawyer
CLM_015260,LAW_042,claim_lawyer
CLM_015264,LAW_064,claim_lawyer
CLM_015267,LAW_013,claim_lawyer
CLM_015269,LAW_038,claim_lawyer
CLM_015272,LAW_012,claim_lawyer
CLM_015275,LAW_041,claim_lawyer
CLM_015279,LAW_005,claim_lawyer
CLM_015280,LAW_027,claim_lawyer
CLM_015284,LAW_017,claim_lawyer
CLM_015285,LAW_068,claim_lawyer
CLM_015288,LAW_012,claim_lawyer
CLM_015293,LAW_059,claim_lawyer
CLM_015294,LAW_045,claim_lawyer
CLM_015300,LAW_075,claim_lawyer
CLM_015303,LAW_030,claim_lawyer
CLM_015306,LAW_007,claim_lawyer
CLM_015308,LAW_039,claim_lawyer
CLM_015314,LAW_049,claim_lawyer
CLM_015316,LAW_043,claim_lawyer
CLM_015320,LAW_038,claim_lawyer
CLM_015322,LAW_072,claim_lawyer
CLM_015327,LAW_051,claim_lawyer
CLM_015330,LAW_017,claim_lawyer
CLM_015331,LAW_030,claim_lawyer
CLM_015332,LAW_047,claim_lawyer
CLM_015337,LAW_036,claim_lawyer
